"Year","substitution","carbonintensity","embodied","landfill","pcenergy","total","path"
34,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
35,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
36,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
37,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
38,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
39,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
40,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
41,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
42,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
43,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
44,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
45,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
46,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
47,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
48,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
49,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
50,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
51,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
52,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
53,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
54,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
55,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
56,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
57,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
58,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
59,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
60,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
61,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
62,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
63,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
64,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
65,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
66,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
67,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
68,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
69,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
70,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
71,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
72,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
73,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
74,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
75,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
76,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
77,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
78,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
79,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
80,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
81,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
82,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
83,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
84,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
85,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
86,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
87,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
88,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
89,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
90,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
91,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
92,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
93,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
94,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
95,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
96,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
97,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
98,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
99,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
100,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
101,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
102,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
103,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
104,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
105,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
106,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
107,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
108,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
109,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
110,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
111,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
112,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
113,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
114,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
115,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
116,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
117,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
118,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
119,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
120,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
121,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
122,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
123,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
124,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
125,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
126,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
127,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
128,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
129,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
130,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
131,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
132,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
133,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
134,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
135,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
136,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
137,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
138,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
139,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
140,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
141,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
142,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
143,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
144,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
145,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
146,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
147,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
148,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
149,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
150,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
151,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
152,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
153,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
154,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
155,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
156,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
157,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
158,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
159,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
160,1.15832215922289,-0.359397546193644,0,0,0,0.798924613029247,"biofuel"
0,0,0,0.304952856087002,0,0,0.304952856087002,"biofuel with char"
1,1.15832215922289,-0.359397546193644,0.302796473264011,0,0,1.10172108629326,"biofuel with char"
2,1.15832215922289,-0.359397546193644,0.300694548066629,0,0,1.09961916109588,"biofuel with char"
3,1.15832215922289,-0.359397546193644,0.298645269309214,0,0,1.09756988233846,"biofuel with char"
4,1.15832215922289,-0.359397546193644,0.296646887400583,0,0,1.09557150042983,"biofuel with char"
5,1.15832215922289,-0.359397546193644,0.294697712246103,0,0,1.09362232527535,"biofuel with char"
6,1.15832215922289,-0.359397546193644,0.292796111221262,0,0,1.09172072425051,"biofuel with char"
7,1.15832215922289,-0.359397546193644,0.29094050721425,0,0,1.0898651202435,"biofuel with char"
8,1.15832215922289,-0.359397546193644,0.289129376735233,0,0,1.08805398976448,"biofuel with char"
9,1.15832215922289,-0.359397546193644,0.287361248090014,0,0,1.08628586111926,"biofuel with char"
10,1.15832215922289,-0.359397546193644,0.285634699615921,0,0,1.08455931264517,"biofuel with char"
11,1.15832215922289,-0.359397546193644,0.283948357977777,0,0,1.08287297100702,"biofuel with char"
12,1.15832215922289,-0.359397546193644,0.282300896521919,0,0,1.08122550955117,"biofuel with char"
13,1.15832215922289,-0.359397546193644,0.280691033686282,0,0,1.07961564671553,"biofuel with char"
14,1.15832215922289,-0.359397546193644,0.279117531464645,0,0,1.07804214449389,"biofuel with char"
15,1.15832215922289,-0.359397546193644,0.277579193923182,0,0,1.07650380695243,"biofuel with char"
16,1.15832215922289,-0.359397546193644,0.276074865767556,0,0,1.0749994787968,"biofuel with char"
17,1.15832215922289,-0.359397546193644,0.274603430958812,0,0,1.07352804398806,"biofuel with char"
18,1.15832215922289,-0.359397546193644,0.273163811376421,0,0,1.07208842440567,"biofuel with char"
19,1.15832215922289,-0.359397546193644,0.271754965526869,0,0,1.07067957855612,"biofuel with char"
20,1.15832215922289,-0.359397546193644,0.270375887296225,0,0,1.06930050032547,"biofuel with char"
21,1.15832215922289,-0.359397546193644,0.269025604745214,0,0,1.06795021777446,"biofuel with char"
22,1.15832215922289,-0.359397546193644,0.267703178945327,0,0,1.06662779197457,"biofuel with char"
23,1.15832215922289,-0.359397546193644,0.266407702854571,0,0,1.06533231588382,"biofuel with char"
24,1.15832215922289,-0.359397546193644,0.265138300231529,0,0,1.06406291326078,"biofuel with char"
25,1.15832215922289,-0.359397546193644,0.263894124586394,0,0,1.06281873761564,"biofuel with char"
26,1.15832215922289,-0.359397546193644,0.262674358167749,0,0,1.061598971197,"biofuel with char"
27,1.15832215922289,-0.359397546193644,0.261478210983851,0,0,1.0604028240131,"biofuel with char"
28,1.15832215922289,-0.359397546193644,0.260304919857256,0,0,1.0592295328865,"biofuel with char"
29,1.15832215922289,-0.359397546193644,0.259153747511647,0,0,1.05807836054089,"biofuel with char"
30,1.15832215922289,-0.359397546193644,0.258023981689766,0,0,1.05694859471901,"biofuel with char"
31,1.15832215922289,-0.359397546193644,0.256914934301395,0,0,1.05583954733064,"biofuel with char"
32,1.15832215922289,-0.359397546193644,0.255825940600354,0,0,1.0547505536296,"biofuel with char"
33,1.15832215922289,-0.359397546193644,0.25475635838954,0,0,1.05368097141879,"biofuel with char"
34,1.15832215922289,-0.359397546193644,0.253705567253037,0,0,1.05263018028228,"biofuel with char"
35,1.15832215922289,-0.359397546193644,0.252672967814391,0,0,1.05159758084364,"biofuel with char"
36,1.15832215922289,-0.359397546193644,0.251657981020142,0,0,1.05058259404939,"biofuel with char"
37,1.15832215922289,-0.359397546193644,0.250660047447769,0,0,1.04958466047702,"biofuel with char"
38,1.15832215922289,-0.359397546193644,0.249678626637199,0,0,1.04860323966645,"biofuel with char"
39,1.15832215922289,-0.359397546193644,0.2487131964451,0,0,1.04763780947435,"biofuel with char"
40,1.15832215922289,-0.359397546193644,0.247763252421154,0,0,1.0466878654504,"biofuel with char"
41,1.15832215922289,-0.359397546193644,0.246828307205584,0,0,1.04575292023483,"biofuel with char"
42,1.15832215922289,-0.359397546193644,0.245907889947208,0,0,1.04483250297645,"biofuel with char"
43,1.15832215922289,-0.359397546193644,0.2450015457413,0,0,1.04392615877055,"biofuel with char"
44,1.15832215922289,-0.359397546193644,0.244108835086616,0,0,1.04303344811586,"biofuel with char"
45,1.15832215922289,-0.359397546193644,0.243229333360904,0,0,1.04215394639015,"biofuel with char"
46,1.15832215922289,-0.359397546193644,0.242362630314286,0,0,1.04128724334353,"biofuel with char"
47,1.15832215922289,-0.359397546193644,0.24150832957989,0,0,1.04043294260914,"biofuel with char"
48,1.15832215922289,-0.359397546193644,0.240666048201158,0,0,1.03959066123041,"biofuel with char"
49,1.15832215922289,-0.359397546193644,0.239835416175256,0,0,1.0387600292045,"biofuel with char"
50,1.15832215922289,-0.359397546193644,0.239016076012024,0,0,1.03794068904127,"biofuel with char"
51,1.15832215922289,-0.359397546193644,0.238207682307966,0,0,1.03713229533721,"biofuel with char"
52,1.15832215922289,-0.359397546193644,0.237409901334741,0,0,1.03633451436399,"biofuel with char"
53,1.15832215922289,-0.359397546193644,0.236622410641674,0,0,1.03554702367092,"biofuel with char"
54,1.15832215922289,-0.359397546193644,0.235844898671802,0,0,1.03476951170105,"biofuel with char"
55,1.15832215922289,-0.359397546193644,0.235077064391008,0,0,1.03400167742025,"biofuel with char"
56,1.15832215922289,-0.359397546193644,0.234318616929778,0,0,1.03324322995902,"biofuel with char"
57,1.15832215922289,-0.359397546193644,0.233569275237165,0,0,1.03249388826641,"biofuel with char"
58,1.15832215922289,-0.359397546193644,0.232828767746541,0,0,1.03175338077579,"biofuel with char"
59,1.15832215922289,-0.359397546193644,0.232096832052728,0,0,1.03102144508198,"biofuel with char"
60,1.15832215922289,-0.359397546193644,0.231373214600138,0,0,1.03029782762938,"biofuel with char"
61,1.15832215922289,-0.359397546193644,0.23065767038152,0,0,1.02958228341077,"biofuel with char"
62,1.15832215922289,-0.359397546193644,0.229949962646986,0,0,1.02887457567623,"biofuel with char"
63,1.15832215922289,-0.359397546193644,0.22924986262293,0,0,1.02817447565218,"biofuel with char"
64,1.15832215922289,-0.359397546193644,0.228557149240539,0,0,1.02748176226979,"biofuel with char"
65,1.15832215922289,-0.359397546193644,0.227871608873536,0,0,1.02679622190278,"biofuel with char"
66,1.15832215922289,-0.359397546193644,0.227193035084867,0,0,1.02611764811411,"biofuel with char"
67,1.15832215922289,-0.359397546193644,0.226521228382009,0,0,1.02544584141126,"biofuel with char"
68,1.15832215922289,-0.359397546193644,0.225855995980618,0,0,1.02478060900986,"biofuel with char"
69,1.15832215922289,-0.359397546193644,0.225197151576223,0,0,1.02412176460547,"biofuel with char"
70,1.15832215922289,-0.359397546193644,0.224544515123702,0,0,1.02346912815295,"biofuel with char"
71,1.15832215922289,-0.359397546193644,0.223897912624262,0,0,1.02282252565351,"biofuel with char"
72,1.15832215922289,-0.359397546193644,0.223257175919682,0,0,1.02218178894893,"biofuel with char"
73,1.15832215922289,-0.359397546193644,0.222622142493559,0,0,1.02154675552281,"biofuel with char"
74,1.15832215922289,-0.359397546193644,0.221992655279328,0,0,1.02091726830857,"biofuel with char"
75,1.15832215922289,-0.359397546193644,0.221368562474817,0,0,1.02029317550406,"biofuel with char"
76,1.15832215922289,-0.359397546193644,0.220749717363124,0,0,1.01967433039237,"biofuel with char"
77,1.15832215922289,-0.359397546193644,0.220135978139587,0,0,1.01906059116883,"biofuel with char"
78,1.15832215922289,-0.359397546193644,0.219527207744657,0,0,1.0184518207739,"biofuel with char"
79,1.15832215922289,-0.359397546193644,0.218923273702455,0,0,1.0178478867317,"biofuel with char"
80,1.15832215922289,-0.359397546193644,0.218324047964836,0,0,1.01724866099408,"biofuel with char"
81,1.15832215922289,-0.359397546193644,0.217729406760755,0,0,1.01665401979,"biofuel with char"
82,1.15832215922289,-0.359397546193644,0.217139230450772,0,0,1.01606384348002,"biofuel with char"
83,1.15832215922289,-0.359397546193644,0.216553403386509,0,0,1.01547801641576,"biofuel with char"
84,1.15832215922289,-0.359397546193644,0.215971813774894,0,0,1.01489642680414,"biofuel with char"
85,1.15832215922289,-0.359397546193644,0.215394353547028,0,0,1.01431896657628,"biofuel with char"
86,1.15832215922289,-0.359397546193644,0.214820918231523,0,0,1.01374553126077,"biofuel with char"
87,1.15832215922289,-0.359397546193644,0.214251406832146,0,0,1.01317601986139,"biofuel with char"
88,1.15832215922289,-0.359397546193644,0.213685721709638,0,0,1.01261033473889,"biofuel with char"
89,1.15832215922289,-0.359397546193644,0.213123768467558,0,0,1.01204838149681,"biofuel with char"
90,1.15832215922289,-0.359397546193644,0.212565455842006,0,0,1.01149006887125,"biofuel with char"
91,1.15832215922289,-0.359397546193644,0.212010695595116,0,0,1.01093530862436,"biofuel with char"
92,1.15832215922289,-0.359397546193644,0.211459402412161,0,0,1.01038401544141,"biofuel with char"
93,1.15832215922289,-0.359397546193644,0.21091149380218,0,0,1.00983610683143,"biofuel with char"
94,1.15832215922289,-0.359397546193644,0.210366890001973,0,0,1.00929150303122,"biofuel with char"
95,1.15832215922289,-0.359397546193644,0.209825513883375,0,0,1.00875012691262,"biofuel with char"
96,1.15832215922289,-0.359397546193644,0.209287290863688,0,0,1.00821190389294,"biofuel with char"
97,1.15832215922289,-0.359397546193644,0.208752148819161,0,0,1.00767676184841,"biofuel with char"
98,1.15832215922289,-0.359397546193644,0.208220018001415,0,0,1.00714463103066,"biofuel with char"
99,1.15832215922289,-0.359397546193644,0.207690830956722,0,0,1.00661544398597,"biofuel with char"
100,1.15832215922289,-0.359397546193644,0.207164522448024,0,0,1.00608913547727,"biofuel with char"
101,1.15832215922289,-0.359397546193644,0.206641029379614,0,0,1.00556564240886,"biofuel with char"
102,1.15832215922289,-0.359397546193644,0.20612029072438,0,0,1.00504490375363,"biofuel with char"
103,1.15832215922289,-0.359397546193644,0.205602247453528,0,0,1.00452686048277,"biofuel with char"
104,1.15832215922289,-0.359397546193644,0.205086842468694,0,0,1.00401145549794,"biofuel with char"
105,1.15832215922289,-0.359397546193644,0.204574020536379,0,0,1.00349863356563,"biofuel with char"
106,1.15832215922289,-0.359397546193644,0.204063728224602,0,0,1.00298834125385,"biofuel with char"
107,1.15832215922289,-0.359397546193644,0.203555913841725,0,0,1.00248052687097,"biofuel with char"
108,1.15832215922289,-0.359397546193644,0.203050527377347,0,0,1.00197514040659,"biofuel with char"
109,1.15832215922289,-0.359397546193644,0.202547520445225,0,0,1.00147213347447,"biofuel with char"
110,1.15832215922289,-0.359397546193644,0.202046846228132,0,0,1.00097145925738,"biofuel with char"
111,1.15832215922289,-0.359397546193644,0.201548459424589,0,0,1.00047307245384,"biofuel with char"
112,1.15832215922289,-0.359397546193644,0.201052316197417,0,0,0.999976929226664,"biofuel with char"
113,1.15832215922289,-0.359397546193644,0.200558374124044,0,0,0.999482987153292,"biofuel with char"
114,1.15832215922289,-0.359397546193644,0.200066592148494,0,0,0.998991205177741,"biofuel with char"
115,1.15832215922289,-0.359397546193644,0.199576930535018,0,0,0.998501543564265,"biofuel with char"
116,1.15832215922289,-0.359397546193644,0.199089350823306,0,0,0.998013963852553,"biofuel with char"
117,1.15832215922289,-0.359397546193644,0.198603815785218,0,0,0.997528428814465,"biofuel with char"
118,1.15832215922289,-0.359397546193644,0.198120289382993,0,0,0.99704490241224,"biofuel with char"
119,1.15832215922289,-0.359397546193644,0.197638736728879,0,0,0.996563349758126,"biofuel with char"
120,1.15832215922289,-0.359397546193644,0.19715912404614,0,0,0.996083737075387,"biofuel with char"
121,1.15832215922289,-0.359397546193644,0.196681418631386,0,0,0.995606031660633,"biofuel with char"
122,1.15832215922289,-0.359397546193644,0.196205588818195,0,0,0.995130201847441,"biofuel with char"
123,1.15832215922289,-0.359397546193644,0.19573160394196,0,0,0.994656216971207,"biofuel with char"
124,1.15832215922289,-0.359397546193644,0.195259434305947,0,0,0.994184047335194,"biofuel with char"
125,1.15832215922289,-0.359397546193644,0.194789051148502,0,0,0.993713664177749,"biofuel with char"
126,1.15832215922289,-0.359397546193644,0.194320426611372,0,0,0.993245039640619,"biofuel with char"
127,1.15832215922289,-0.359397546193644,0.193853533709111,0,0,0.992778146738358,"biofuel with char"
128,1.15832215922289,-0.359397546193644,0.193388346299522,0,0,0.992312959328769,"biofuel with char"
129,1.15832215922289,-0.359397546193644,0.192924839055112,0,0,0.991849452084359,"biofuel with char"
130,1.15832215922289,-0.359397546193644,0.192462987435512,0,0,0.991387600464759,"biofuel with char"
131,1.15832215922289,-0.359397546193644,0.19200276766084,0,0,0.990927380690087,"biofuel with char"
132,1.15832215922289,-0.359397546193644,0.191544156685972,0,0,0.990468769715219,"biofuel with char"
133,1.15832215922289,-0.359397546193644,0.191087132175682,0,0,0.990011745204929,"biofuel with char"
134,1.15832215922289,-0.359397546193644,0.190631672480641,0,0,0.989556285509888,"biofuel with char"
135,1.15832215922289,-0.359397546193644,0.190177756614219,0,0,0.989102369643466,"biofuel with char"
136,1.15832215922289,-0.359397546193644,0.189725364230087,0,0,0.988649977259334,"biofuel with char"
137,1.15832215922289,-0.359397546193644,0.189274475600579,0,0,0.988199088629826,"biofuel with char"
138,1.15832215922289,-0.359397546193644,0.188825071595786,0,0,0.987749684625033,"biofuel with char"
139,1.15832215922289,-0.359397546193644,0.188377133663369,0,0,0.987301746692616,"biofuel with char"
140,1.15832215922289,-0.359397546193644,0.187930643809055,0,0,0.986855256838302,"biofuel with char"
141,1.15832215922289,-0.359397546193644,0.187485584577797,0,0,0.986410197607044,"biofuel with char"
142,1.15832215922289,-0.359397546193644,0.187041939035576,0,0,0.985966552064823,"biofuel with char"
143,1.15832215922289,-0.359397546193644,0.186599690751823,0,0,0.98552430378107,"biofuel with char"
144,1.15832215922289,-0.359397546193644,0.18615882378244,0,0,0.985083436811687,"biofuel with char"
145,1.15832215922289,-0.359397546193644,0.185719322653396,0,0,0.984643935682643,"biofuel with char"
146,1.15832215922289,-0.359397546193644,0.185281172344886,0,0,0.984205785374133,"biofuel with char"
147,1.15832215922289,-0.359397546193644,0.184844358276023,0,0,0.98376897130527,"biofuel with char"
148,1.15832215922289,-0.359397546193644,0.184408866290059,0,0,0.983333479319306,"biofuel with char"
149,1.15832215922289,-0.359397546193644,0.183974682640099,0,0,0.982899295669346,"biofuel with char"
150,1.15832215922289,-0.359397546193644,0.183541793975315,0,0,0.982466407004562,"biofuel with char"
151,1.15832215922289,-0.359397546193644,0.183110187327612,0,0,0.982034800356859,"biofuel with char"
152,1.15832215922289,-0.359397546193644,0.182679850098764,0,0,0.981604463128011,"biofuel with char"
153,1.15832215922289,-0.359397546193644,0.182250770047977,0,0,0.981175383077224,"biofuel with char"
154,1.15832215922289,-0.359397546193644,0.181822935279881,0,0,0.980747548309128,"biofuel with char"
155,1.15832215922289,-0.359397546193644,0.181396334232928,0,0,0.980320947262175,"biofuel with char"
