ID,Supersection,carbon_metric_tons
173,Sierra Nevada,9.742933071910207
174,Sierra Nevada,39.84342328433063
175,Southern Cascades,19.640227694259668
176,Southern Cascades,35.01281720972383
177,Southern Cascades,35.01281720972383
178,Southern Cascades,35.01281720972383
179,Southern Cascades,19.640227694259668
180,Southern Cascades,35.01281720972383
181,Southern Cascades,35.01281720972383
182,Southern Cascades,35.01281720972383
183,Southern Cascades,35.01281720972383
184,Southern Cascades,35.01281720972383
185,Southern Cascades,35.01281720972383
186,Southern Cascades,35.01281720972383
187,Southern Cascades,35.01281720972383
188,Southern Cascades,35.01281720972383
189,Southern Cascades,35.01281720972383
190,Southern Cascades,35.01281720972383
191,Southern Cascades,35.01281720972383
192,Southern Cascades,35.01281720972383
193,Southern Cascades,35.01281720972383
194,Southern Cascades,35.01281720972383
195,Southern Cascades,35.01281720972383
196,Northern California Coast,51.139050423697704
197,Northern California Coast,51.139050423697704
198,Northern California Coast,51.139050423697704
199,Northern California Coast,51.139050423697704
200,Southern Cascades,35.01281720972383
201,Southern Cascades,35.01281720972383
202,Southern Cascades,35.01281720972383
203,Southern Cascades,35.01281720972383
204,Southern Cascades,35.01281720972383
205,Southern Cascades,35.01281720972383
206,Southern Cascades,35.01281720972383
207,Southern Cascades,35.01281720972383
208,Sierra Nevada Foothills,8.943886166741473
209,Southern Cascades,35.01281720972383
210,Southern Cascades,35.01281720972383
211,Southern Cascades,35.01281720972383
212,Southern Cascades,35.01281720972383
213,Southern Cascades,35.01281720972383
214,Southern Cascades,35.01281720972383
215,Southern Cascades,35.01281720972383
216,Southern Cascades,35.01281720972383
217,Southern Cascades,35.01281720972383
218,Southern Cascades,19.640227694259668
219,Southern Cascades,35.01281720972383
220,Southern Cascades,35.01281720972383
221,Southern Cascades,35.01281720972383
222,Southern Cascades,35.01281720972383
223,Southern Cascades,35.01281720972383
224,Southern Cascades,35.01281720972383
225,Southern Cascades,35.01281720972383
226,Southern Cascades,35.01281720972383
227,Southern Cascades,35.01281720972383
228,Southern Cascades,35.01281720972383
229,Southern Cascades,35.01281720972383
230,Southern Cascades,21.87393002815114
231,Sierra Nevada,39.84342328433063
232,Sierra Nevada,39.84342328433063
233,Sierra Nevada,21.083961686047175
234,Sierra Nevada,21.083961686047175
235,Sierra Nevada,39.84342328433063
236,Sierra Nevada,39.84342328433063
237,Sierra Nevada,39.84342328433063
238,Sierra Nevada,33.94136665160335
239,Sierra Nevada,21.083961686047175
240,Sierra Nevada,39.84342328433063
241,Sierra Nevada,39.84342328433063
242,Sierra Nevada,39.84342328433063
243,Central California Coast,25.387922776547775
244,Southern Cascades,35.01281720972383
245,Southern Cascades,19.640227694259668
246,Northern California Coast,51.139050423697704
247,Sierra Nevada,39.84342328433063
248,Sierra Nevada,39.84342328433063
249,Sierra Nevada,21.083961686047175
250,Sierra Nevada,39.84342328433063
251,Sierra Nevada,39.84342328433063
252,Sierra Nevada,39.84342328433063
253,Southern Cascades,35.01281720972383
254,Sierra Nevada,21.083961686047175
255,Sierra Nevada,33.94136665160335
256,Sierra Nevada,39.84342328433063
257,Sierra Nevada,21.083961686047175
258,Sierra Nevada,39.84342328433063
259,Sierra Nevada,39.84342328433063
260,Sierra Nevada,33.94136665160335
261,Sierra Nevada Foothills,8.943886166741473
262,Northern California Coast,51.139050423697704
263,Southern Cascades,35.01281720972383
264,Northern California Coast,51.139050423697704
265,Sierra Nevada,39.84342328433063
266,Sierra Nevada,39.84342328433063
267,Sierra Nevada,21.083961686047175
268,Sierra Nevada,39.84342328433063
269,Sierra Nevada,21.083961686047175
270,Sierra Nevada,21.083961686047175
271,Sierra Nevada,39.84342328433063
272,Sierra Nevada,39.84342328433063
273,Sierra Nevada,39.84342328433063
274,Sierra Nevada,39.84342328433063
275,Sierra Nevada,39.84342328433063
276,Sierra Nevada,39.84342328433063
277,Sierra Nevada,39.84342328433063
278,Sierra Nevada,33.94136665160335
279,Sierra Nevada,39.84342328433063
280,Southern Cascades,35.01281720972383
281,Southern Cascades,35.01281720972383
282,Northern California Coast,51.139050423697704
283,Southern Cascades,21.87393002815114
284,Northern California Coast,51.139050423697704
285,Southern Cascades,35.01281720972383
286,Southern Cascades,35.01281720972383
287,Southern Cascades,35.01281720972383
288,Northern California Coast,51.139050423697704
289,Southern Cascades,35.01281720972383
290,Southern Cascades,35.01281720972383
291,Northern California Coast,51.139050423697704
292,Southern Cascades,35.01281720972383
293,Southern Cascades,35.01281720972383
294,Northern California Coast,51.139050423697704
295,Sierra Nevada,39.84342328433063
296,Sierra Nevada,33.94136665160335
297,Modoc Plateau,11.431829831787505
298,Sierra Nevada,39.84342328433063
299,Southern Cascades,19.640227694259668
300,Sierra Nevada,39.84342328433063
301,Southern Cascades,35.01281720972383
302,Southern Cascades,19.640227694259668
303,Southern Cascades,35.01281720972383
304,Southern Cascades,35.01281720972383
305,Modoc Plateau,11.431829831787505
306,Southern Cascades,35.01281720972383
307,Modoc Plateau,6.410541459897869
308,Modoc Plateau,11.431829831787505
309,Sierra Nevada,39.84342328433063
310,Sierra Nevada,39.84342328433063
311,Sierra Nevada,39.84342328433063
312,Sierra Nevada,33.94136665160335
313,Sierra Nevada,39.84342328433063
314,Sierra Nevada,21.083961686047175
315,Sierra Nevada,21.083961686047175
316,Sierra Nevada,21.083961686047175
317,Sierra Nevada,21.083961686047175
318,Northern California Coast,51.139050423697704
319,Northern California Coast,51.139050423697704
320,Southern Cascades,35.01281720972383
321,Southern Cascades,21.87393002815114
322,Northern California Coast,29.33776275517837
323,Northern California Coast,51.139050423697704
324,Northern California Coast,51.139050423697704
325,Northern California Coast,51.139050423697704
326,Northern California Coast,51.139050423697704
327,Southern Cascades,35.01281720972383
328,Modoc Plateau,11.431829831787505
329,Modoc Plateau,11.431829831787505
330,Modoc Plateau,11.431829831787505
331,Modoc Plateau,6.410541459897869
332,Western Basin and Range,0
333,Sierra Nevada,9.742933071910207
334,Western Basin and Range,0
335,Western Basin and Range,0
336,Northern California Coast,51.139050423697704
337,California Central Valley Basin,12.094675776424985
338,Northern California Coast,29.33776275517837
339,Sierra Nevada,39.84342328433063
340,Sierra Nevada,39.84342328433063
341,Sierra Nevada,39.84342328433063
342,Sierra Nevada,33.94136665160335
343,Sierra Nevada,39.84342328433063
344,Sierra Nevada Foothills,8.943886166741473
345,Sierra Nevada,33.94136665160335
346,Sierra Nevada,39.84342328433063
347,Sierra Nevada,39.84342328433063
348,Southern Cascades,19.640227694259668
349,Sierra Nevada,39.84342328433063
350,Sierra Nevada,39.84342328433063
351,Southern Cascades,35.01281720972383
352,Sierra Nevada,39.84342328433063
353,Sierra Nevada,39.84342328433063
354,Sierra Nevada,39.84342328433063
355,Sierra Nevada,39.84342328433063
356,Sierra Nevada,39.84342328433063
357,Sierra Nevada,39.84342328433063
358,Sierra Nevada,39.84342328433063
359,Southern Cascades,19.640227694259668
360,Sierra Nevada,33.94136665160335
361,Sierra Nevada,39.84342328433063
362,Sierra Nevada,39.84342328433063
363,Southern Cascades,35.01281720972383
364,California Central Valley Basin,12.094675776424985
365,Central California Coast,76.46341286745687
366,California Central Valley Basin,12.094675776424985
367,Central California Coast,76.46341286745687
368,Central California Coast,25.387922776547775
369,Southern Cascades,19.640227694259668
370,Southern Cascades,35.01281720972383
371,Southern Cascades,19.640227694259668
372,Southern Cascades,35.01281720972383
373,Southern Cascades,19.640227694259668
374,Southern Cascades,35.01281720972383
375,Southern Cascades,21.87393002815114
376,Southern Cascades,35.01281720972383
377,Southern Cascades,35.01281720972383
378,Southern Cascades,35.01281720972383
379,Sierra Nevada,39.84342328433063
380,Sierra Nevada,39.84342328433063
381,Sierra Nevada,33.94136665160335
382,Sierra Nevada,39.84342328433063
383,Southern Cascades,35.01281720972383
384,Southern Cascades,35.01281720972383
385,Southern Cascades,19.640227694259668
386,Southern Cascades,19.640227694259668
387,Southern Cascades,35.01281720972383
388,Southern Cascades,19.640227694259668
389,Southern Cascades,35.01281720972383
390,Southern Cascades,35.01281720972383
391,Southern Cascades,35.01281720972383
392,Southern Cascades,19.640227694259668
393,Southern Cascades,35.01281720972383
394,Southern Cascades,35.01281720972383
395,Southern Cascades,35.01281720972383
396,Southern Cascades,35.01281720972383
397,Southern Cascades,35.01281720972383
398,Southern Cascades,35.01281720972383
399,Southern Cascades,35.01281720972383
400,Southern Cascades,35.01281720972383
401,Southern Cascades,21.87393002815114
402,Southern Cascades,35.01281720972383
403,Southern Cascades,35.01281720972383
404,Southern Cascades,35.01281720972383
405,Southern Cascades,19.640227694259668
406,Southern Cascades,35.01281720972383
407,Southern Cascades,35.01281720972383
408,Modoc Plateau,11.431829831787505
409,Southern Cascades,35.01281720972383
410,Southern Cascades,19.640227694259668
411,Southern Cascades,19.640227694259668
412,Southern Cascades,35.01281720972383
413,Southern Cascades,19.640227694259668
414,Southern Cascades,19.640227694259668
415,Northern California Coast,51.139050423697704
416,Northern California Coast,51.139050423697704
417,Northern California Coast,51.139050423697704
418,Southern Cascades,35.01281720972383
419,Southern Cascades,35.01281720972383
420,Southern Cascades,35.01281720972383
421,Southern Cascades,35.01281720972383
422,Southern Cascades,35.01281720972383
423,Southern Cascades,35.01281720972383
424,Southern Cascades,21.87393002815114
425,Southern Cascades,35.01281720972383
426,Southern Cascades,19.640227694259668
427,Southern Cascades,35.01281720972383
428,Southern Cascades,35.01281720972383
429,Southern Cascades,35.01281720972383
430,Southern Cascades,35.01281720972383
431,Southern Cascades,35.01281720972383
432,Southern Cascades,35.01281720972383
433,Southern Cascades,35.01281720972383
434,Southern Cascades,21.87393002815114
435,Southern Cascades,35.01281720972383
436,Southern Cascades,35.01281720972383
437,Southern Cascades,35.01281720972383
438,Southern Cascades,35.01281720972383
439,Sierra Nevada,39.84342328433063
440,Sierra Nevada,39.84342328433063
441,Sierra Nevada,39.84342328433063
442,Sierra Nevada,39.84342328433063
443,Sierra Nevada,21.083961686047175
444,Sierra Nevada,39.84342328433063
445,Sierra Nevada,33.94136665160335
446,Sierra Nevada,33.94136665160335
447,Sierra Nevada,39.84342328433063
448,Sierra Nevada,39.84342328433063
449,Sierra Nevada,39.84342328433063
450,Southern Cascades,35.01281720972383
451,Southern Cascades,35.01281720972383
452,Southern Cascades,35.01281720972383
453,Southern California Mountains,0.9806494487129571
454,Sierra Nevada,39.84342328433063
455,Northern California Coast,51.139050423697704
456,Southern Cascades,35.01281720972383
457,Southern Cascades,35.01281720972383
458,Northern California Coast,51.139050423697704
459,Northern California Coast,51.139050423697704
460,Northern California Coast,51.139050423697704
461,Modoc Plateau,6.410541459897869
462,Modoc Plateau,11.431829831787505
463,Sierra Nevada,39.84342328433063
464,Sierra Nevada,39.84342328433063
465,Central California Coast,25.387922776547775
466,Southern Cascades,21.87393002815114
467,Southern Cascades,35.01281720972383
468,Southern Cascades,35.01281720972383
469,Sierra Nevada Foothills,8.943886166741473
470,Sierra Nevada,39.84342328433063
471,Sierra Nevada,21.083961686047175
472,Sierra Nevada Foothills,8.943886166741473
473,Sierra Nevada,39.84342328433063
474,Sierra Nevada,33.94136665160335
475,Sierra Nevada,39.84342328433063
476,Sierra Nevada,39.84342328433063
477,Sierra Nevada,39.84342328433063
478,Sierra Nevada,21.083961686047175
479,Sierra Nevada,39.84342328433063
480,Southern Cascades,35.01281720972383
481,Southern Cascades,35.01281720972383
482,Southern Cascades,35.01281720972383
483,Northern California Coast,51.139050423697704
484,Sierra Nevada,39.84342328433063
485,Sierra Nevada,33.94136665160335
486,Sierra Nevada,21.083961686047175
487,Sierra Nevada,39.84342328433063
488,Sierra Nevada,39.84342328433063
489,Sierra Nevada,39.84342328433063
490,Sierra Nevada,39.84342328433063
491,Sierra Nevada,39.84342328433063
492,Sierra Nevada,39.84342328433063
493,Sierra Nevada,33.94136665160335
494,Sierra Nevada,33.94136665160335
495,Sierra Nevada,33.94136665160335
496,Southern Cascades,21.87393002815114
497,Southern Cascades,35.01281720972383
498,Northern California Coast,51.139050423697704
499,Southern Cascades,35.01281720972383
500,Southern Cascades,35.01281720972383
501,Northern California Coast,51.139050423697704
502,Southern Cascades,35.01281720972383
503,Southern Cascades,35.01281720972383
504,Southern Cascades,35.01281720972383
505,Southern Cascades,35.01281720972383
506,Northern California Coast,51.139050423697704
507,Northern California Coast,51.139050423697704
508,Southern Cascades,35.01281720972383
509,Southern Cascades,35.01281720972383
510,Northern California Coast,51.139050423697704
511,Northern California Coast,51.139050423697704
512,Northern California Coast,51.139050423697704
513,Southern Cascades,35.01281720972383
514,Sierra Nevada,9.742933071910207
515,Sierra Nevada,39.84342328433063
516,Southern Cascades,35.01281720972383
517,Southern Cascades,35.01281720972383
518,Modoc Plateau,11.431829831787505
519,Sierra Nevada,39.84342328433063
520,Southern Cascades,19.640227694259668
521,Modoc Plateau,11.431829831787505
522,Southern Cascades,35.01281720972383
523,Southern Cascades,35.01281720972383
524,Southern Cascades,35.01281720972383
525,Southern Cascades,35.01281720972383
526,Sierra Nevada,39.84342328433063
527,Modoc Plateau,11.431829831787505
528,Southern California Mountains,0.9806494487129571
529,Sierra Nevada,39.84342328433063
530,Sierra Nevada,39.84342328433063
531,Sierra Nevada,21.083961686047175
532,Sierra Nevada Foothills,8.943886166741473
533,Sierra Nevada,39.84342328433063
534,Northern California Coast,51.139050423697704
535,Northern California Coast,51.139050423697704
536,Northern California Coast,51.139050423697704
537,Northern California Coast,51.139050423697704
538,Southern Cascades,21.87393002815114
539,Northern California Coast,51.139050423697704
540,Southern Cascades,35.01281720972383
541,Southern Cascades,35.01281720972383
542,Southern Cascades,35.01281720972383
543,Northern California Coast,51.139050423697704
544,Northern California Coast,51.139050423697704
545,Northern California Coast,51.139050423697704
546,Southern Cascades,21.87393002815114
547,Southern Cascades,21.87393002815114
548,Northern California Coast,51.139050423697704
549,Southern Cascades,21.87393002815114
550,Northern California Coast,51.139050423697704
551,Northern California Coast,51.139050423697704
552,Northern California Coast,51.139050423697704
553,Northern California Coast,51.139050423697704
554,Northern California Coast,51.139050423697704
555,Southern Cascades,35.01281720972383
556,Modoc Plateau,6.410541459897869
557,Southern Cascades,35.01281720972383
558,Modoc Plateau,11.431829831787505
559,Modoc Plateau,11.431829831787505
560,Modoc Plateau,11.431829831787505
561,Modoc Plateau,6.410541459897869
562,Sierra Nevada,33.94136665160335
563,Sierra Nevada,39.84342328433063
564,Western Basin and Range,0
565,Western Basin and Range,0
566,Western Basin and Range,0
567,Central California Coast,76.46341286745687
568,Sierra Nevada,33.94136665160335
569,Sierra Nevada,39.84342328433063
570,Sierra Nevada,39.84342328433063
571,Sierra Nevada,21.083961686047175
572,Sierra Nevada,39.84342328433063
573,Sierra Nevada,39.84342328433063
574,Sierra Nevada,33.94136665160335
575,Sierra Nevada,39.84342328433063
576,Sierra Nevada,21.083961686047175
577,Sierra Nevada,33.94136665160335
578,Southern Cascades,35.01281720972383
579,Southern Cascades,19.640227694259668
580,Sierra Nevada,39.84342328433063
581,Sierra Nevada,33.94136665160335
582,Sierra Nevada,39.84342328433063
583,Sierra Nevada,21.083961686047175
584,Sierra Nevada,33.94136665160335
585,Sierra Nevada,9.742933071910207
586,Sierra Nevada,39.84342328433063
587,Southern Cascades,35.01281720972383
588,Sierra Nevada,39.84342328433063
589,Sierra Nevada,39.84342328433063
590,Sierra Nevada,39.84342328433063
591,Sierra Nevada,39.84342328433063
592,Southern Cascades,35.01281720972383
593,Southern California Mountains,18.087533626802795
594,Southern California Mountains,18.087533626802795
595,Southern California Coast,19.30426544040849
596,Southern California Mountains,18.087533626802795
597,Central California Coast,25.387922776547775
598,Central California Coast,76.46341286745687
599,Central California Coast,76.46341286745687
600,Southern Cascades,19.640227694259668
601,Southern Cascades,21.87393002815114
602,Southern Cascades,35.01281720972383
603,Southern Cascades,35.01281720972383
604,Southern Cascades,35.01281720972383
605,Southern Cascades,35.01281720972383
606,Southern Cascades,35.01281720972383
607,Southern Cascades,21.87393002815114
608,Southern Cascades,35.01281720972383
609,Southern Cascades,19.640227694259668
610,Southern Cascades,35.01281720972383
611,Southern Cascades,35.01281720972383
612,Southern Cascades,35.01281720972383
613,Southern Cascades,35.01281720972383
614,Sierra Nevada,39.84342328433063
615,Sierra Nevada,33.94136665160335
616,Sierra Nevada,33.94136665160335
617,Sierra Nevada,33.94136665160335
618,Sierra Nevada,33.94136665160335
619,Sierra Nevada,39.84342328433063
620,Sierra Nevada,39.84342328433063
621,Sierra Nevada,39.84342328433063
622,Sierra Nevada,33.94136665160335
623,Sierra Nevada,39.84342328433063
624,Sierra Nevada,39.84342328433063
625,Southern Cascades,35.01281720972383
626,Southern Cascades,35.01281720972383
627,Southern Cascades,35.01281720972383
628,Southern Cascades,35.01281720972383
629,Southern Cascades,19.640227694259668
630,Southern Cascades,35.01281720972383
631,Southern Cascades,35.01281720972383
632,Southern Cascades,21.87393002815114
633,Southern Cascades,35.01281720972383
634,Southern Cascades,35.01281720972383
635,Southern Cascades,19.640227694259668
636,Southern Cascades,35.01281720972383
637,Southern Cascades,35.01281720972383
638,Southern Cascades,19.640227694259668
639,Southern Cascades,35.01281720972383
640,Southern Cascades,21.87393002815114
641,Southern Cascades,35.01281720972383
642,Southern Cascades,35.01281720972383
643,Southern Cascades,35.01281720972383
644,Southern Cascades,35.01281720972383
645,Southern Cascades,35.01281720972383
646,Southern Cascades,35.01281720972383
647,Southern Cascades,19.640227694259668
648,Southern Cascades,35.01281720972383
649,Southern Cascades,19.640227694259668
650,Southern Cascades,35.01281720972383
651,Southern Cascades,35.01281720972383
652,Northern California Coast,51.139050423697704
653,Northern California Coast,51.139050423697704
654,Northern California Coast,51.139050423697704
655,Northern California Coast,29.33776275517837
656,Southern Cascades,35.01281720972383
657,Southern Cascades,35.01281720972383
658,Southern Cascades,35.01281720972383
659,Southern Cascades,35.01281720972383
660,Southern Cascades,35.01281720972383
661,Southern Cascades,21.87393002815114
662,Southern Cascades,35.01281720972383
663,Southern Cascades,35.01281720972383
664,Southern Cascades,35.01281720972383
665,Southern Cascades,35.01281720972383
666,Southern Cascades,35.01281720972383
667,Southern Cascades,35.01281720972383
668,Southern Cascades,35.01281720972383
669,Southern Cascades,35.01281720972383
670,Southern Cascades,35.01281720972383
671,Southern Cascades,35.01281720972383
672,Southern Cascades,35.01281720972383
673,Sierra Nevada,39.84342328433063
674,Sierra Nevada,39.84342328433063
675,Sierra Nevada Foothills,8.943886166741473
676,Sierra Nevada,33.94136665160335
677,Sierra Nevada,21.083961686047175
678,Sierra Nevada,39.84342328433063
679,Sierra Nevada,39.84342328433063
680,Sierra Nevada,39.84342328433063
681,Sierra Nevada,39.84342328433063
682,Sierra Nevada,39.84342328433063
683,Sierra Nevada,39.84342328433063
684,Sierra Nevada,39.84342328433063
685,Sierra Nevada,39.84342328433063
686,Sierra Nevada,39.84342328433063
687,Sierra Nevada,39.84342328433063
688,Sierra Nevada,21.083961686047175
689,Southern Cascades,35.01281720972383
690,Southern Cascades,35.01281720972383
691,Southern Cascades,35.01281720972383
692,Southern Cascades,35.01281720972383
693,Southern Cascades,35.01281720972383
694,Southern Cascades,35.01281720972383
695,Sierra Nevada,39.84342328433063
696,Northern California Coast,51.139050423697704
697,Northern California Coast,51.139050423697704
698,Sierra Nevada,21.083961686047175
699,Southern Cascades,21.87393002815114
700,Central California Coast,25.387922776547775
701,Sierra Nevada,39.84342328433063
702,Sierra Nevada,9.742933071910207
703,Sierra Nevada,39.84342328433063
704,Sierra Nevada,33.94136665160335
705,Sierra Nevada Foothills,8.943886166741473
706,Sierra Nevada,39.84342328433063
707,Sierra Nevada,39.84342328433063
708,Sierra Nevada,39.84342328433063
709,Sierra Nevada,39.84342328433063
710,Sierra Nevada,39.84342328433063
711,Sierra Nevada,39.84342328433063
712,Northern California Coast,51.139050423697704
713,Southern Cascades,19.640227694259668
714,Northern California Coast,51.139050423697704
715,Southern Cascades,35.01281720972383
716,Northern California Coast,51.139050423697704
717,Sierra Nevada,39.84342328433063
718,Sierra Nevada,33.94136665160335
719,Sierra Nevada,33.94136665160335
720,Sierra Nevada,39.84342328433063
721,Sierra Nevada,39.84342328433063
722,Sierra Nevada,39.84342328433063
723,Sierra Nevada,39.84342328433063
724,Sierra Nevada,33.94136665160335
725,Sierra Nevada,39.84342328433063
726,Sierra Nevada,21.083961686047175
727,Sierra Nevada,39.84342328433063
728,Sierra Nevada,39.84342328433063
729,Southern Cascades,35.01281720972383
730,Southern Cascades,35.01281720972383
731,Northern California Coast,51.139050423697704
732,Northern California Coast,51.139050423697704
733,Southern Cascades,35.01281720972383
734,Northern California Coast,51.139050423697704
735,Northern California Coast,51.139050423697704
736,Northern California Coast,51.139050423697704
737,Southern Cascades,35.01281720972383
738,Southern Cascades,35.01281720972383
739,Southern Cascades,21.87393002815114
740,Southern Cascades,35.01281720972383
741,Southern Cascades,35.01281720972383
742,Northern California Coast,51.139050423697704
743,Northern California Coast,51.139050423697704
744,Southern Cascades,35.01281720972383
745,Northern California Coast,51.139050423697704
746,Sierra Nevada,39.84342328433063
747,Southern Cascades,35.01281720972383
748,Southern Cascades,21.87393002815114
749,Modoc Plateau,11.431829831787505
750,Southern Cascades,35.01281720972383
751,Southern Cascades,35.01281720972383
752,Southern Cascades,35.01281720972383
753,Southern Cascades,35.01281720972383
754,Modoc Plateau,11.431829831787505
755,Modoc Plateau,6.410541459897869
756,Southern Cascades,35.01281720972383
757,Sierra Nevada,39.84342328433063
