biosum_cond_id,ID,acres,owngrpcd,rxcycle,rxpackage,county,mmbf_county,merch_yield_mmbf,target,random_harvest_assign,total_yield,cum_sum,error,random_harvest_assign1
1200706050710300742190001,204,6123.0102928647,40,4,032,Tehama,62.6,0.03708899,52.3962,9.874570507318554,0.3662378468002328,0.3662378468002328,0.01,9.874570507318554
1201106060110300839920001,1124,7523.9589376441,40,4,032,Tehama,62.6,0.02445911,52.3962,341.8741608562591,8.361937706540935,8.728175553341169,0.01,341.8741608562591
1200806050810300522070001,418,6787.6748197653,40,4,032,Tehama,62.6,0.05554142,52.3962,787.5512956262559,43.74171728192204,52.46989283526321,0.01,787.5512956262559
1200706050710500616630001,213,7523.9589376441,40,1,032,Trinity,60.4,0.04487137,50.5548,263.0383089612504,11.802889285574581,11.802889285574581,0.01,NA
1200906050910500847230001,669,7936.4067827136,40,1,032,Trinity,60.4,0.02905556,50.5548,47.4227370907551,1.3778941829046603,13.180783468479241,0.01,NA
1200706050710500919580003,224,1643.1683692942,40,1,032,Trinity,60.4,0.03110022,50.5548,75.68690627432214,2.353879436250799,15.534662904730041,0.01,NA
1201306060310500896680001,1585,6251.0411259116,40,1,032,Trinity,60.4,0.03611517,50.5548,154.5946290402124,5.5832113088742075,21.11787421360425,0.01,NA
1201006051010500501270001,881,7282.1048081062,40,1,032,Trinity,60.4,0.02645156,50.5548,217.7734093685729,5.760446404317368,26.878320617921617,0.01,NA
1201606060610500792010001,2279,7109.2577343223,40,1,032,Trinity,60.4,0.07365781,50.5548,263.3899941805808,19.40073014725433,46.279050765175946,0.01,NA
1200806050810500523260001,427,6787.6748197653,40,1,032,Trinity,60.4,0.05506264,50.5548,84.33392171811803,4.643648371352915,50.92269913652886,0.01,NA
1201606060610500841360001,2281,6597.3256588267,40,2,032,Trinity,60.4,0.05307393,50.5548,566.0761273646128,30.043884758420546,30.043884758420546,0.01,566.0761273646128
1200706050710500745560001,218,7109.2577343223,40,2,032,Trinity,60.4,0.03377319,50.5548,86.74023669742785,2.9294944946272032,32.97337925304775,0.01,86.74023669742785
1201106060110500969110001,1141,4841.7218906579,40,2,032,Trinity,60.4,0.04010212,50.5548,346.15766550915527,13.881656241168004,46.855035494215755,0.01,346.15766550915527
1200706050710500759570001,219,6597.3256588267,40,2,032,Trinity,60.4,0.05692463,50.5548,73.1406690655697,4.1635055245100006,51.018541018725756,0.01,73.1406690655697
1201306060310500565190001,1573,3153.5548717386,40,3,032,Trinity,60.4,0.02776447,50.5548,433.29192902837633,12.030120764750484,12.030120764750484,0.01,433.29192902837633
1201206060210500635930001,1357,8919.4470139422,40,3,032,Trinity,60.4,0.04048195,50.5548,482.27003899433953,19.523231605066904,31.55335236981739,0.01,482.27003899433953
1201306060310500565190002,1574,3471.9270391585,40,3,032,Trinity,60.4,0.01143059,50.5548,66.76205881078498,0.7631297218219706,32.31648209163936,0.01,66.76205881078498
1201406060410500901970002,1819,6423.8158950523,40,3,032,Trinity,60.4,0.06533705,50.5548,274.16801610983833,17.913329376969312,50.22981146860867,0.01,274.16801610983833
1201006051010500501270001,881,7282.1048081062,40,4,032,Trinity,60.4,0.03477046,50.5548,217.7734093685729,7.5720816195135905,7.5720816195135905,0.01,14.713051439832059
1201606060610500795880002,2280,2423.2991145147,40,4,032,Trinity,60.4,0.07092515,50.5548,139.2821924858095,9.878610394384912,17.450692013898504,0.01,139.2821924858095
1200706050710500919580003,224,1643.1683692942,40,4,032,Trinity,60.4,0.02936613,50.5548,75.68690627432214,2.2226315289495595,19.673323542848063,0.01,216.44473027274856
1201606060610500635460001,2273,5090.1899243257,40,4,032,Trinity,60.4,0.04492661,50.5548,105.47890406305524,4.738809586068298,24.41213312891636,0.01,105.47890406305524
1201106060110500789460001,1134,6597.3256588267,40,4,032,Trinity,60.4,0.036899,50.5548,705.4328116565181,26.02976531731386,50.44189844623022,0.01,705.4328116565181
1201006051010700746120001,901,7523.9589376441,40,1,032,Tulare,5,0.0233032,4.185,180.46746883608947,4.20546951978116,4.20546951978116,0.01,NA
1200806050810900618460001,443,7523.9589376441,40,1,032,Tuolumne,45.2,0.00304665,37.8324,3.5668569970446264,0.010866964870046012,0.010866964870046012,0.01,NA
1200806050810900564200001,442,7109.2577343223,40,1,032,Tuolumne,45.2,0.07452892,37.8324,7.4866910047861275,0.5579749949604249,0.5688419598304709,0.01,NA
1201306060310900853360001,1595,8231.4975334992,40,1,032,Tuolumne,45.2,0.04095482,37.8324,226.73259761287002,9.285792723367521,9.854634683197991,0.01,NA
1200906050910900895120001,685,6366.4391425399,40,1,032,Tuolumne,45.2,0.05860896,37.8324,394.07432419255036,23.09628630362822,32.95092098682621,0.01,NA
1201506060510900915170002,2051,2331.5637458033,40,1,032,Tuolumne,45.2,0.04121523,37.8324,123.12156590999852,5.074483656940748,38.02540464376696,0.01,NA
1201406060410900834010001,1832,8069.806155761,40,2,032,Tuolumne,45.2,0.06247702,37.8324,598.3238927449161,37.381493813501976,37.381493813501976,0.01,598.3238927449161
1201506060510900507030001,2041,5895.9416183046,40,2,032,Tuolumne,45.2,0.06666656,37.8324,4.019988053553214,0.26799877477148853,37.64949258827347,0.01,4.019988053553214
1200906050910900887010001,684,7523.9589376441,40,3,032,Tuolumne,45.2,0.0531021,37.8324,386.34514934742435,20.515738755161863,20.515738755161863,0.01,386.34514934742435
1201506060510900865410002,2049,3293.7392567916,40,3,032,Tuolumne,45.2,0.06522333,37.8324,264.74384202748706,17.26747497402666,37.78321372918852,0.01,264.74384202748706
1201106060110900831810001,1147,6787.6748197653,40,4,032,Tuolumne,45.2,0.02788153,37.8324,296.8649912458749,8.277050159371598,8.277050159371598,0.01,296.8649912458749
1201506060510900915170001,2050,4895.895013504,40,4,032,Tuolumne,45.2,0.0555877,37.8324,117.580178744967,6.536011702021602,14.8130618613932,0.01,117.580178744967
1201206060210900635250001,1373,6827.8516576133,40,4,032,Tuolumne,45.2,0.05039266,37.8324,377.4303635140424,19.019719982239543,33.832781843632745,0.01,377.4303635140424
