biosum_cond_id,ID,biosum_plot_id,lat,lon,elev
1200906050906300692750001,579,120090605090630069275000,40.346171,-121.456701,5900
1200906050906300726420001,580,120090605090630072642000,39.769763,-120.537973,4700
1200906050906300736900001,581,120090605090630073690000,39.886406,-121.125853,5500
1200906050906300752690001,582,120090605090630075269000,40.209372,-120.944034,5700
1200906050906300788750001,583,120090605090630078875000,39.899175,-120.803214,4100
1200906050906300797750001,584,120090605090630079775000,39.750661,-120.787025,6500
1200906050906300808140001,585,120090605090630080814000,40.048059,-120.333126,6500
1200906050906300817390001,586,120090605090630081739000,40.04252,-120.634678,5100
1200906050906300834320001,587,120090605090630083432000,40.143991,-121.320769,5700
1200906050906300927500001,588,120090605090630092750000,40.189495,-121.023947,4500
1200906050906300948890001,589,120090605090630094889000,40.027147,-120.988283,4100
1200906050906300970800001,590,120090605090630097080000,39.824107,-121.267968,4900
1200906050906300976770002,591,120090605090630097677000,39.787226,-120.463318,5300
1200906050906300992380001,592,120090605090630099238000,40.368371,-121.16562,5700
1200906050907100592930001,593,120090605090710059293000,34.045458000000004,-116.952935,4900
1200906050907100682950001,594,120090605090710068295000,34.250845,-117.130376,5300
1200906050908300591810001,595,120090605090830059181000,34.552455,-120.293045,1100
1200906050908300759390001,596,120090605090830075939000,34.754405,-119.460269,4500
1200906050908500593010001,597,120090605090850059301000,37.212267,-121.918116,700
1200906050908700590090001,598,120090605090870059009000,37.057107,-122.024318,900
1200906050908700670260001,599,120090605090870067026000,37.010883,-121.828149,900
1200906050908900610570001,600,120090605090890061057000,41.089408,-121.773897,5300
1200906050908900637930001,601,120090605090890063793000,40.940324,-122.192941,2900
1200906050908900697930001,602,120090605090890069793000,41.04918,-122.349752,2300
1200906050908900729550001,603,120090605090890072955000,40.756138,-121.882211,4700
1200906050908900756960001,604,120090605090890075696000,41.159091,-121.579969,3700
1200906050908900760570001,605,120090605090890076057000,40.645643,-121.818394,3500
1200906050908900803530001,606,120090605090890080353000,40.797331,-121.379262,4900
1200906050908900809410001,607,120090605090890080941000,40.99371,-121.547715,3300
1200906050908900848520001,608,120090605090890084852000,40.498405,-121.833408,3700
1200906050908900853060001,609,120090605090890085306000,40.650947,-121.529511,5700
1200906050908900882540001,610,120090605090890088254000,40.90664,-122.495643,3100
1200906050908900911370001,611,120090605090890091137000,40.647488,-121.380672,4700
1200906050908900924260001,612,120090605090890092426000,40.453543,-121.663172,4900
1200906050908900929580001,613,120090605090890092958000,40.771647,-121.688404,4500
1200906050909100501670001,614,120090605090910050167000,39.576549,-120.787907,5100
1200906050909100624040001,615,120090605090910062404000,39.525343,-120.333484,6700
1200906050909100636360001,616,120090605090910063636000,39.708406,-120.648478,6300
1200906050909100709370001,617,120090605090910070937000,39.535113,-120.602006,6300
1200906050909100735380001,618,120090605090910073538000,39.591629,-120.458035,6700
1200906050909100735380002,619,120090605090910073538000,39.591629,-120.458035,6700
1200906050909100825470001,620,120090605090910082547000,39.470493,-120.128735,5900
1200906050909100835600001,621,120090605090910083560000,39.573743,-120.305984,5500
1200906050909100961230001,622,120090605090910096123000,39.695913,-120.911043,5300
1200906050909100992100001,623,120090605090910099210000,39.456415,-120.439638,7100
1200906050909100996530001,624,120090605090910099653000,39.551977,-120.910412,4900
1200906050909300506230001,625,120090605090930050623000,41.179329,-123.182471,3500
1200906050909300531030001,626,120090605090930053103000,41.839722,-123.275483,3700
1200906050909300544120001,627,120090605090930054412000,41.795976,-123.142869,4300
1200906050909300553160001,628,120090605090930055316000,41.302733,-123.060827,3300
1200906050909300560450001,629,120090605090930056045000,41.390426,-122.08447,5700
1200906050909300576080001,630,120090605090930057608000,41.441774,-121.476601,4700
1200906050909300620650001,631,120090605090930062065000,41.285498,-121.901269,3900
1200906050909300624520001,632,120090605090930062452000,41.729246,-122.65653,2900
1200906050909300651840001,633,120090605090930065184000,41.314968,-121.616231,3900
1200906050909300685100001,634,120090605090930068510000,41.363932,-122.899206,3300
1200906050909300698510001,635,120090605090930069851000,41.442659,-121.964221,5700
1200906050909300707070001,636,120090605090930070707000,41.737622,-122.158115,5300
1200906050909300713220001,637,120090605090930071322000,41.939674,-123.450167,2900
1200906050909300748750001,638,120090605090930074875000,41.634051,-121.629259,6700
1200906050909300759740001,639,120090605090930075974000,41.351274,-122.757604,3500
1200906050909300766750001,640,120090605090930076675000,41.242243,-122.254657,2900
1200906050909300786960001,641,120090605090930078696000,41.560027,-122.134678,5900
1200906050909300798580001,642,120090605090930079858000,41.283961,-121.771492,4700
1200906050909300810140001,643,120090605090930081014000,41.475785,-123.544982,2900
1200906050909300835580001,644,120090605090930083558000,41.710978,-122.957345,4700
1200906050909300848870001,645,120090605090930084887000,41.341701,-123.201126,4700
1200906050909300870500001,646,120090605090930087050000,42.000428,-122.860636,5700
1200906050909300875100001,647,120090605090930087510000,41.588816,-121.825236,5500
1200906050909300919110001,648,120090605090930091911000,41.431818,-121.760654,4900
1200906050909300932700001,649,120090605090930093270000,41.491789,-121.63048,5500
1200906050909300946370001,650,120090605090930094637000,41.78799,-123.454762,3500
1200906050909300972340001,651,120090605090930097234000,41.642136,-123.133644,2700
1200906050909700665590001,652,120090605090970066559000,38.392586,-122.94722,700
1200906050909700677430001,653,120090605090970067743000,38.538429,-122.944334,1100
1200906050909700745020001,654,120090605090970074502000,38.750186,-123.162121,1500
1200906050909700885920001,655,120090605090970088592000,38.329281,-122.468231,900
1200906050910300547030001,656,120090605091030054703000,40.018272,-122.889809,5300
1200906050910300566670001,657,120090605091030056667000,40.330908,-121.771399,3300
1200906050910300729350001,658,120090605091030072935000,39.916529,-122.696861,4500
1200906050910300766550001,659,120090605091030076655000,40.310406,-121.65516,5900
1200906050910300784380001,660,120090605091030078438000,40.125876,-121.60977,4300
1200906050910300839670001,661,120090605091030083967000,39.879963,-122.820622,2900
1200906050910500537860001,662,120090605091050053786000,40.255778,-123.427571,3100
1200906050910500596710001,663,120090605091050059671000,40.707986,-123.144168,5300
1200906050910500619830001,664,120090605091050061983000,40.500782,-123.386933,4100
1200906050910500679280001,665,120090605091050067928000,40.856908,-123.135996,2700
1200906050910500722740001,666,120090605091050072274000,40.562042,-123.078165,4300
1200906050910500801110001,667,120090605091050080111000,41.079835,-122.54095,6300
1200906050910500845660001,668,120090605091050084566000,40.306239,-123.522055,4300
1200906050910500847230001,669,120090605091050084723000,40.502561,-122.91662,3500
1200906050910500904400001,670,120090605091050090440000,40.663183,-123.445165,3500
1200906050910500962530001,671,120090605091050096253000,40.317636,-123.196968,3300
1200906050910500964680001,672,120090605091050096468000,40.883775,-122.809067,2900
1200906050910700621490001,673,120090605091070062149000,36.117014,-118.221127,8100
1200906050910700658030001,674,120090605091070065803000,35.816511,-118.340766,7900
1200906050910700748470001,675,120090605091070074847000,36.398363,-118.827789,3900
1200906050910700851650001,676,120090605091070085165000,35.965524,-118.353179,9300
1200906050910900626360001,677,120090605091090062636000,38.15792,-120.336107,2300
1200906050910900641500001,678,120090605091090064150000,38.147936,-120.021074,5900
1200906050910900645070001,679,120090605091090064507000,37.811203,-120.134364,2900
1200906050910900657250001,680,120090605091090065725000,38.11014,-120.132073,5100
1200906050910900729980001,681,120090605091090072998000,38.001863,-120.030085,4900
1200906050910900758350001,682,120090605091090075835000,38.314262,-119.88596,6900
1200906050910900765390001,683,120090605091090076539000,38.349871,-120.009505,7100
1200906050910900887010001,684,120090605091090088701000,37.955486,-120.162273,3500
1200906050910900895120001,685,120090605091090089512000,38.09529,-120.013205,5500
1200906050911500589570001,686,120090605091150058957000,39.554085,-121.092806,3500
1200906050911500796380001,687,120090605091150079638000,39.497704,-121.22084,2700
1200906050911500975370001,688,120090605091150097537000,39.402616,-121.034483,2100
1201006011001500661960001,689,120100601100150066196000,41.959654,-123.62591,3500
1201006011001500661960002,690,120100601100150066196000,41.959654,-123.62591,3500
1201006011001500729380001,691,120100601100150072938000,41.959469,-123.658924,3700
1201006011001500799040001,692,120100601100150079904000,41.984507,-123.593124,2100
1201006011001500799040003,693,120100601100150079904000,41.984507,-123.593124,2100
1201006011009300684400001,694,120100601100930068440000,41.986027,-123.064689,2900
1201006050901700646770001,695,120100605090170064677000,38.955305,-120.697675,3500
1201006050902300908110001,696,120100605090230090811000,41.291828,-123.849133,1300
1201006050904500783230001,697,120100605090450078323000,39.179068,-123.520748,700
1201006050906100629040001,698,120100605090610062904000,39.05141,-120.854341,2300
1201006050910500787750001,699,120100605091050078775000,40.6692,-122.949221,2100
1201006051000100589840001,700,120100605100010058984000,37.718597,-122.049985,300
1201006051000300775680001,701,120100605100030077568000,38.70136,-120.012585,8300
1201006051000300815220001,702,120100605100030081522000,38.729684,-119.703291,6900
1201006051000500545660001,703,120100605100050054566000,38.504539,-120.312918,4700
1201006051000500585530002,704,120100605100050058553000,38.560044,-120.18364,7500
1201006051000500611290001,705,120100605100050061129000,38.359987,-120.756216,1300
1201006051000700815170001,706,120100605100070081517000,39.738395,-121.381949,2500
1201006051000700920300001,707,120100605100070092030000,39.941426,-121.553104,4100
1201006051000700960270001,708,120100605100070096027000,39.648619,-121.184808,3500
1201006051000900646160001,709,120100605100090064616000,38.38773,-120.464298,2900
1201006051000900646160002,710,120100605100090064616000,38.38773,-120.464298,2900
1201006051000900838980001,711,120100605100090083898000,38.3606,-120.289988,5500
1201006051001500530270001,712,120100605100150053027000,41.652661,-124.042076,1300
1201006051001500574330001,713,120100605100150057433000,41.496885,-123.862372,3700
1201006051001500612110001,714,120100605100150061211000,41.515417,-124.036553,100
1201006051001500638410001,715,120100605100150063841000,41.378422,-123.67732,3100
1201006051001500808190001,716,120100605100150080819000,41.989816,-124.118254,1100
1201006051001700593640001,717,120100605100170059364000,38.859917,-120.505236,4900
1201006051001700685630001,718,120100605100170068563000,38.91509,-119.914544,9300
1201006051001700694540001,719,120100605100170069454000,38.851071,-120.351911,4900
1201006051001700727030001,720,120100605100170072703000,38.526135,-120.471796,4100
1201006051001700737860001,721,120100605100170073786000,38.989333,-120.360291,5500
1201006051001700802620001,722,120100605100170080262000,38.806408,-120.676952,3100
1201006051001700814210001,723,120100605100170081421000,38.698071,-120.496859,4700
1201006051001700948180001,724,120100605100170094818000,38.661047,-120.306946,6500
1201006051001900660050001,725,120100605100190066005000,36.999797,-119.106164,4700
1201006051001900724790001,726,120100605100190072479000,37.287656,-119.29831,6500
1201006051001900741030001,727,120100605100190074103000,36.950001,-118.974214,6500
1201006051001900835490001,728,120100605100190083549000,37.33542,-119.170842,7700
1201006051002300537070001,729,120100605100230053707000,41.218748,-123.646538,700
1201006051002300564450001,730,120100605100230056445000,41.345726,-123.523266,1300
1201006051002300637710001,731,120100605100230063771000,41.326191,-123.885211,1900
1201006051002300675280001,732,120100605100230067528000,41.016865,-123.938263,1900
1201006051002300684550001,733,120100605100230068455000,41.358637,-123.767007,1100
1201006051002300770460001,734,120100605100230077046000,40.873054,-123.904079,2300
1201006051002300772320001,735,120100605100230077232000,40.311178,-124.107458,2300
1201006051002300802370002,736,120100605100230080237000,40.394409,-123.815368,1100
1201006051002300836290001,737,120100605100230083629000,41.058729,-123.630853,3100
1201006051002300836290003,738,120100605100230083629000,41.058729,-123.630853,3100
1201006051002300845780001,739,120100605100230084578000,40.196534,-123.625117,900
1201006051002300860280001,740,120100605100230086028000,40.997434,-123.763934,3500
1201006051002300867360001,741,120100605100230086736000,41.109326,-123.673868,1300
1201006051002300911570001,742,120100605100230091157000,40.797617,-124.050824,1100
1201006051002300927560001,743,120100605100230092756000,40.511813,-123.691342,2700
1201006051002300928390001,744,120100605100230092839000,41.146833,-123.786567,900
1201006051002300985940001,745,120100605100230098594000,40.547495,-123.866624,2700
1201006051002900523610001,746,120100605100290052361000,35.664464,-118.57859,5700
1201006051003300530430001,747,120100605100330053043000,39.51946,-122.752517,5100
1201006051003300645860001,748,120100605100330064586000,39.19534,-122.991544,1500
1201006051003500506650002,749,120100605100350050665000,41.087133,-120.922806,4700
1201006051003500508330001,750,120100605100350050833000,40.766956,-120.875258,6100
1201006051003500694420001,751,120100605100350069442000,40.579772,-121.158697,6700
1201006051003500725670001,752,120100605100350072567000,40.787978,-121.059208,5500
1201006051003500768780001,753,120100605100350076878000,40.733656,-121.218192,5900
1201006051003500776590001,754,120100605100350077659000,40.889306,-121.190995,4300
1201006051003500826350001,755,120100605100350082635000,41.172165,-120.13397,7900
1201006051003500835340001,756,120100605100350083534000,40.433169,-120.846917,5500
1201006051003500862030001,757,120100605100350086203000,39.929485,-120.093836,6300
1201006051003900691530001,758,120100605100390069153000,37.419205,-119.601846,5100
1201006051003900820680001,759,120100605100390082068000,37.471135,-119.485264,8300
1201006051003900878280001,760,120100605100390087828000,37.431875,-119.28181,6500
1201006051003900989380001,761,120100605100390098938000,37.302664,-119.459686,5500
1201006051004300921140001,762,120100605100430092114000,37.464177,-119.785405,2900
1201006051004500505690001,763,120100605100450050569000,39.770057,-122.942514,3900
1201006051004500510190001,764,120100605100450051019000,39.69577,-123.554454,2900
1201006051004500513260003,765,120100605100450051326000,39.419672,-123.221611,1500
1201006051004500514080001,766,120100605100450051408000,39.922439,-122.948016,5500
1201006051004500547640001,767,120100605100450054764000,39.320414,-123.040311,2100
1201006051004500638160001,768,120100605100450063816000,39.438129000000004,-123.668456,700
1201006051004500671180001,769,120100605100450067118000,38.923534,-123.623869,100
1201006051004500672880001,770,120100605100450067288000,39.303004,-123.370973,1700
1201006051004500687250001,771,120100605100450068725000,39.467554,-123.785929,500
1201006051004500792080001,772,120100605100450079208000,39.458376,-123.349571,1900
1201006051004500813770001,773,120100605100450081377000,39.614444,-122.920101,5700
1201006051004500820450001,774,120100605100450082045000,38.922398,-123.457581,900
1201006051004500853740001,775,120100605100450085374000,39.229845,-123.484824,1100
1201006051004500914410001,776,120100605100450091441000,39.092897,-123.620683,1900
1201006051004500930880001,777,120100605100450093088000,39.070044,-123.444139,300
1201006051004500932240001,778,120100605100450093224000,39.552791,-123.540254,1700
1201006051004900558910001,779,120100605100490055891000,41.617507,-120.324768,5700
1201006051004900627940001,780,120100605100490062794000,41.581286,-121.431111,4900
1201006051004900697150001,781,120100605100490069715000,41.288315,-120.745061,5500
1201006051004900840820001,782,120100605100490084082000,41.25813,-121.401379,4700
1201006051004900840820002,783,120100605100490084082000,41.25813,-121.401379,4700
1201006051004900896570001,784,120100605100490089657000,41.287647,-120.300422,5700
1201006051004900963020001,785,120100605100490096302000,41.206491,-121.249671,4700
1201006051004900964750001,786,120100605100490096475000,41.428159,-121.429323,4500
1201006051005100649830001,787,120100605100510064983000,37.837738,-118.878054,8500
1201006051005100649830002,788,120100605100510064983000,37.837738,-118.878054,8500
1201006051005100851320001,789,120100605100510085132000,37.688471,-118.870961,7300
1201006051005100940600001,790,120100605100510094060000,37.621015,-119.020342,9500
1201006051005100981700001,791,120100605100510098170000,38.471462,-119.240586,7100
1201006051005500679530001,792,120100605100550067953000,38.519803,-122.353299,1100
1201006051005500855590001,793,120100605100550085559000,38.516063,-122.465583,300
1201006051005500898040001,794,120100605100550089804000,38.681686,-122.494668,1100
1201006051005500901910001,795,120100605100550090191000,38.684288,-122.219382,1900
1201006051005700553850002,796,120100605100570055385000,39.288598,-121.009198,2700
1201006051005700556970001,797,120100605100570055697000,39.130238,-121.164427,1500
1201006051005700632310001,798,120100605100570063231000,39.451351,-120.716374,5500
1201006051005700879620001,799,120100605100570087962000,39.375282,-120.766392,4300
1201006051006100519700002,800,120100605100610051970000,39.007548,-120.833794,2500
1201006051006100558160001,801,120100605100610055816000,39.047311,-120.233758,7500
1201006051006100626380001,802,120100605100610062638000,39.15171,-120.659175,5100
1201006051006100746600001,803,120100605100610074660000,39.14728,-120.368791,6500
1201006051006100919340001,804,120100605100610091934000,38.967772,-120.650078,4100
1201006051006300544490001,805,120100605100630054449000,39.823509,-120.432039,5100
1201006051006300580470001,806,120100605100630058047000,39.953516,-121.245087,6500
1201006051006300583500001,807,120100605100630058350000,39.789246,-120.773329,6700
1201006051006300617400002,808,120100605100630061740000,39.844046,-121.16887,5500
1201006051006300618330001,809,120100605100630061833000,40.040509,-120.314762,6500
1201006051006300645920001,810,120100605100630064592000,39.81201,-120.921339,5700
1201006051006300659320001,811,120100605100630065932000,40.120391,-120.797856,3700
1201006051006300703310001,812,120100605100630070331000,40.400151,-121.135087,5900
1201006051006300728560001,813,120100605100630072856000,39.76731,-121.043818,6100
1201006051006300772920001,814,120100605100630077292000,40.103731,-121.083425,4300
1201006051006300773400001,815,120100605100630077340000,39.846135,-120.58453,6300
1201006051006300831440001,816,120100605100630083144000,40.405107,-121.458054,6300
1201006051006300834170001,817,120100605100630083417000,39.947786,-120.767857,5900
1201006051006300874780001,818,120100605100630087478000,40.273222,-121.275927,4900
1201006051006300882060001,819,120100605100630088206000,40.131351,-120.497011,5700
1201006051006300925410001,820,120100605100630092541000,39.803868,-121.213027,5100
1201006051006300944850001,821,120100605100630094485000,39.905565,-121.081533,4500
1201006051006300970460001,822,120100605100630097046000,39.99064,-120.643556,7300
1201006051007900791180001,823,120100605100790079118000,35.692768,-120.954849,1300
1201006051008100978900001,824,120100605100810097890000,37.238963,-122.305384,700
1201006051008500986270001,825,120100605100850098627000,37.12829,-121.81489,1700
1201006051008700610440002,826,120100605100870061044000,36.946121,-121.659899,900
1201006051008700748620001,827,120100605100870074862000,37.105827,-122.217391,1300
1201006051008700896420001,828,120100605100870089642000,37.066885,-122.169513,1500
1201006051008700902410001,829,120100605100870090241000,36.980721,-121.850107,500
1201006051008900502930001,830,120100605100890050293000,40.577307,-121.657923,5500
1201006051008900528350001,831,120100605100890052835000,41.000828,-122.336435,2300
1201006051008900558010001,832,120100605100890055801000,41.001422,-122.161827,3700
1201006051008900573520001,833,120100605100890057352000,40.511809,-121.788689,3900
1201006051008900600260002,834,120100605100890060026000,40.527292,-121.841054,3700
1201006051008900653970001,835,120100605100890065397000,40.729025,-121.500212,4500
1201006051008900707660001,836,120100605100890070766000,40.814596,-122.619099,1900
1201006051008900758860001,837,120100605100890075886000,41.140997,-122.16459,2900
1201006051008900787120001,838,120100605100890078712000,40.891167,-121.687314,3500
1201006051008900795950001,839,120100605100890079595000,41.045398,-122.028375,3300
1201006051008900823230001,840,120100605100890082323000,40.592512,-121.323351,6700
1201006051008900948220001,841,120100605100890094822000,40.708915,-121.988586,1900
1201006051008900975130001,842,120100605100890097513000,40.707126,-121.801717,4900
1201006051008900990010001,843,120100605100890099001000,40.722255,-121.665777,5300
1201006051009100719530002,844,120100605100910071953000,39.477397,-120.393846,7300
1201006051009100938710001,845,120100605100910093871000,39.692141,-120.577291,6900
1201006051009100998130001,846,120100605100910099813000,39.524143,-120.087291,6900
1201006051009300505030001,847,120100605100930050503000,41.487009,-121.901011,5900
1201006051009300507430001,848,120100605100930050743000,41.891727,-122.95227,6300
1201006051009300559780002,849,120100605100930055978000,41.792489,-122.749325,3700
1201006051009300620130001,850,120100605100930062013000,41.830128,-122.115705,4700
1201006051009300628020001,851,120100605100930062802000,41.431193,-122.54431,6300
1201006051009300628280001,852,120100605100930062828000,41.536163,-121.763614,6500
1201006051009300662340001,853,120100605100930066234000,41.21272,-123.138605,4500
1201006051009300761570001,854,120100605100930076157000,41.673374,-122.110107,5100
1201006051009300767600001,855,120100605100930076760000,41.235107,-121.758386,4300
1201006051009300835110001,856,120100605100930083511000,41.258494,-122.821777,5100
1201006051009300835150001,857,120100605100930083515000,41.545919,-122.091116,6700
1201006051009300841420001,858,120100605100930084142000,41.521055,-121.605149,5900
1201006051009300852980001,859,120100605100930085298000,41.892403,-123.405535,2100
1201006051009300873180001,860,120100605100930087318000,41.25221,-123.334896,2100
1201006051009300885270001,861,120100605100930088527000,41.474392,-122.704675,4700
1201006051009300894660001,862,120100605100930089466000,41.67939,-121.622337,5700
1201006051009300904320001,863,120100605100930090432000,41.731445,-122.943358,2700
1201006051009300915310001,864,120100605100930091531000,41.347682,-122.036479,4300
1201006051009300915310003,865,120100605100930091531000,41.347682,-122.036479,4300
1201006051009300915670001,866,120100605100930091567000,41.300286,-122.224146,5500
1201006051009300950170001,867,120100605100930095017000,41.85091,-123.263701,2300
1201006051009300950260001,868,120100605100930095026000,41.295741,-122.686444,5700
1201006051009500954680001,869,120100605100950095468000,38.311211,-122.129539,100
1201006051009700549350001,870,120100605100970054935000,38.741743,-123.415074,700
1201006051009700607290001,871,120100605100970060729000,38.456384,-123.055999,100
1201006051009700714710001,872,120100605100970071471000,38.536772,-122.633328,1300
1201006051009700743790001,873,120100605100970074379000,38.806955,-123.263819,1500
1201006051009700775960001,874,120100605100970077596000,38.521675,-122.915243,1100
1201006051010300735620001,875,120100605101030073562000,40.000917,-122.785828,5100
1201006051010300757080001,876,120100605101030075708000,40.211228,-121.744327,4100
1201006051010300823040001,877,120100605101030082304000,40.255978,-121.603101,5500
1201006051010300846870001,878,120100605101030084687000,40.243254,-121.438679,5300
1201006051010300846870002,879,120100605101030084687000,40.243254,-121.438679,5300
1201006051010300954050001,880,120100605101030095405000,40.260341,-123.017123,5700
1201006051010500501270001,881,120100605101050050127000,40.083403,-123.299836,2900
1201006051010500510980002,882,120100605101050051098000,40.461412,-123.213193,3500
1201006051010500514480001,883,120100605101050051448000,40.408382,-123.014321,4300
1201006051010500547750001,884,120100605101050054775000,40.269026,-123.183418,3100
1201006051010500554230001,885,120100605101050055423000,40.64232,-123.198772,4700
1201006051010500559880001,886,120100605101050055988000,40.910338,-122.807185,3700
1201006051010500590750001,887,120100605101050059075000,40.7408,-123.096022,2900
1201006051010500611800001,888,120100605101050061180000,40.419276,-123.528339,2700
1201006051010500624010001,889,120100605101050062401000,40.709824,-123.394677,3500
1201006051010500632110001,890,120100605101050063211000,40.636191,-122.916844,2700
1201006051010500700240001,891,120100605101050070024000,40.605039,-123.205233,4100
1201006051010500708640001,892,120100605101050070864000,40.272019,-123.502349,5100
1201006051010500712470001,893,120100605101050071247000,40.764197,-122.753285,2700
1201006051010500795460001,894,120100605101050079546000,40.378419,-123.353423,3100
1201006051010500815380002,895,120100605101050081538000,41.113143,-122.535394,4900
1201006051010500828080001,896,120100605101050082808000,41.28939,-122.559367,5900
1201006051010500861180001,897,120100605101050086118000,40.562634,-123.532821,4500
1201006051010500893750001,898,120100605101050089375000,40.425694,-123.031147,3900
1201006051010500932940001,899,120100605101050093294000,40.211158,-123.323737,3500
1201006051010500977360001,900,120100605101050097736000,40.907837,-123.594802,2100
1201006051010700746120001,901,120100605101070074612000,36.013973,-118.638405,5300
1201006051010700774570001,902,120100605101070077457000,36.233182,-118.181892,8300
1201006051010700992770001,903,120100605101070099277000,36.013092,-118.343066,8500
1201006051010900514840001,904,120100605101090051484000,38.081942,-120.114196,4300
1201006051010900557780001,905,120100605101090055778000,37.910036,-120.091056,4300
1201006051010900802880001,906,120100605101090080288000,38.391118,-120.007438,6700
1201006051010900911760001,907,120100605101090091176000,38.196405,-120.30229,3500
1201006051010900943310001,908,120100605101090094331000,38.055671,-119.943771,6300
1201006051010900960580001,909,120100605101090096058000,37.89242,-119.94854,3500
1201006051010900963660001,910,120100605101090096366000,38.259524,-120.145688,5700
1201006051011500530760001,911,120100605101150053076000,39.444019,-121.034168,3100
1201006051011500549640001,912,120100605101150054964000,39.603041,-121.039076,4300
1201006051011500891270001,913,120100605101150089127000,39.456448,-121.174867,2700
1201106020109300527650001,914,120110602010930052765000,41.985875,-123.196808,3500
1201106020109300891610001,915,120110602010930089161000,41.983942,-123.096231,4300
1201106020109300921130001,916,120110602010930092113000,41.98597,-123.130749,3700
1201106051003500587850001,917,120110605100350058785000,40.643809,-121.004027,6100
1201106051006300648190001,918,120110605100630064819000,40.151298,-120.945799,3900
1201106051006300648190002,919,120110605100630064819000,40.151298,-120.945799,3900
1201106060100300716420001,920,120110606010030071642000,38.503854,-119.969696,7900
1201106060100500729610001,921,120110606010050072961000,38.460416,-120.554552,3300
1201106060100700509380001,922,120110606010070050938000,39.855497,-121.666095,2300
1201106060100700598420001,923,120110606010070059842000,39.710758,-121.347098,2500
1201106060100700634800001,924,120110606010070063480000,39.534103,-121.320686,1300
1201106060100700634800002,925,120110606010070063480000,39.534103,-121.320686,1300
1201106060100700775860003,926,120110606010070077586000,39.673039,-121.196597,3900
1201106060100700947090001,927,120110606010070094709000,39.951932,-121.514697,4100
1201106060100900518040001,928,120110606010090051804000,38.291979,-120.560702,2100
1201106060100900659970001,929,120110606010090065997000,38.326859,-120.27258,5300
1201106060100900754040001,930,120110606010090075404000,38.338193,-120.519053,3700
1201106060100900857200001,931,120110606010090085720000,38.474307,-120.273744,3900
1201106060101100530290001,932,120110606010110053029000,39.381947,-122.681479,3100
1201106060101500667110001,933,120110606010150066711000,41.539018,-123.998615,500
1201106060101500667110003,934,120110606010150066711000,41.539018,-123.998615,500
1201106060101500915490001,935,120110606010150091549000,41.436705,-123.653232,3700
1201106060101700516400001,936,120110606010170051640000,38.580809,-120.434995,4500
1201106060101700576240001,937,120110606010170057624000,38.900108,-120.470403,5700
1201106060101700613820001,938,120110606010170061382000,38.885932,-120.78359,2500
1201106060101700668040001,939,120110606010170066804000,38.958172,-120.350082,5700
1201106060101700708590001,940,120110606010170070859000,38.758328,-120.94257,1100
1201106060101700784040001,941,120110606010170078404000,38.756113,-120.460506,4300
1201106060101700787910001,942,120110606010170078791000,38.802726,-120.615883,3300
1201106060101700854260001,943,120110606010170085426000,38.552575,-120.731762,2300
1201106060101700890060001,944,120110606010170089006000,38.764662,-120.158859,6500
1201106060101700906460001,945,120110606010170090646000,38.652364,-120.28875,6500
1201106060101900547810001,946,120110606010190054781000,37.086456,-118.980996,8300
1201106060101900739520001,947,120110606010190073952000,37.078998,-119.261988,4500
1201106060101900891170001,948,120110606010190089117000,37.235968,-119.269845,7300
1201106060102100584180001,949,120110606010210058418000,39.725921,-122.880053,6700
1201106060102100810920001,950,120110606010210081092000,39.543937,-122.730097,4100
1201106060102300530220001,951,120110606010230053022000,40.91256,-123.865836,2300
1201106060102300614120001,952,120110606010230061412000,41.090714,-123.599261,3100
1201106060102300641040001,953,120110606010230064104000,40.613255,-123.977566,900
1201106060102300692800001,954,120110606010230069280000,41.444144,-123.930973,1300
1201106060102300734360001,955,120110606010230073436000,40.766144,-124.008266,1300
1201106060102300734360002,956,120110606010230073436000,40.766144,-124.008266,1300
1201106060102300755190001,957,120110606010230075519000,40.785251,-123.703787,3900
1201106060102300755190002,958,120110606010230075519000,40.785251,-123.703787,3900
1201106060102300759900001,959,120110606010230075990000,41.264151,-123.614598,1100
1201106060102300852760001,960,120110606010230085276000,40.214704,-124.074578,1300
1201106060102300880380001,961,120110606010230088038000,40.479466,-123.841385,1900
1201106060102300880380002,962,120110606010230088038000,40.479466,-123.841385,1900
1201106060102300920150001,963,120110606010230092015000,40.422453,-123.832068,2700
1201106060102300920880001,964,120110606010230092088000,41.105826,-124.078473,700
1201106060102300926070001,965,120110606010230092607000,40.935823,-124.053549,300
1201106060102300926730001,966,120110606010230092673000,40.14494,-123.931649,1500
1201106060102300941530001,967,120110606010230094153000,40.476819,-123.679657,2300
1201106060102300944700001,968,120110606010230094470000,40.755631,-123.870097,500
1201106060102300953680001,969,120110606010230095368000,40.653961,-123.670324,4100
1201106060102900653720001,970,120110606010290065372000,34.824615,-119.105198,7700
1201106060103300732210001,971,120110606010330073221000,38.730407,-122.594591,1900
1201106060103300853110001,972,120110606010330085311000,39.369024,-123.003561,2900
1201106060103300880580001,973,120110606010330088058000,39.574456,-122.879501,4100
1201106060103300957430001,974,120110606010330095743000,39.424291,-122.885244,2700
1201106060103500534000001,975,120110606010350053400000,40.188463,-120.897375,6300
1201106060103500618930001,976,120110606010350061893000,40.410069,-120.793291,4900
1201106060103500626740001,977,120110606010350062674000,39.954094,-120.134287,7100
